ENTIDAD,ENTIDAD_DEPARTAMENTO,ENTIDAD_PROVINCIA,ENTIDAD_DISTRITO,OBJETOCONTRACTUAL,SECTOR,TIPOENTIDADOEE,ITEM_DEPARTAMENTO,ITEM_PROVINCIA,ITEM_DISTRITO,MONTOADJUDICADOSOLES,CANTIDADADJUDICADA,TIPOPROVEEDOR,PROVEEDOR,DETALLEPROVEEDOR,RUBROS
'MUNICIPALIDAD PROVINCIAL DE SAN ROMAN - JULIACA',PUNO,'SAN ROMAN',JULIACA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',PUNO,'SAN ROMAN',JULIACA,611853.6,207408,'Persona Juridica','NUTRICION E INGENIERIA ALIMENTARIA S.A.C',?,ALIMENTOS
'MUNICIPALIDAD PROVINCIAL DE SAN ROMAN - JULIACA',PUNO,'SAN ROMAN',JULIACA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',PUNO,'SAN ROMAN',JULIACA,259260,51852,'Persona Juridica','AGROINDUSTRIAS Y ALIMENTOS FORTYS SUR E.I.R.L.',?,ALIMENTOS
'MINISTERIO DE SALUD',LIMA,LIMA,'JESUS MARIA',Servicio,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',49398898.85,1,'Persona Juridica','MAPFRE PERU VIDA COMPAÑIA DE SEGUROS Y REASEGUROS',?,SEGUROS
'MUNICIPALIDAD PROVINCIAL DE CASMA',ANCASH,CASMA,CASMA,Servicio,'GOBIERNO LOCAL','GOBIERNO LOCAL',ANCASH,CASMA,CASMA,407308.39,1,Consorcio,'CONSTRUYENDO MEJOR','CONSTRUCTORA CONSULTORA ROBERTO & EDGAR S.A.C.','OTROS SERVICIOS'
'MUNICIPALIDAD PROVINCIAL DE CASMA',ANCASH,CASMA,CASMA,Servicio,'GOBIERNO LOCAL','GOBIERNO LOCAL',ANCASH,CASMA,CASMA,407308.39,1,Consorcio,'CONSTRUYENDO MEJOR','GUEVARA REYES WILLIAM RICHARD','OTROS SERVICIOS'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',230400,30000,'Persona Juridica','DISTRIBUIDORA GALUMA S.A.C.',?,'OTROS BIENES'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',230400,30000,'Persona Juridica','DISTRIBUIDORA GALUMA S.A.C.',?,'OTROS BIENES'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',164500,35000,'Persona Juridica','DROGUERIA FAVETEX S.A.C.',?,'OTROS BIENES'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',750000,500000,'Persona Juridica','DROCSA E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'MUNICIPALIDAD PROVINCIAL DE ATALAYA - RAYMONDI',UCAYALI,ATALAYA,RAYMONDI,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',UCAYALI,ATALAYA,RAYMONDI,141600,2000,'Persona Juridica','MAGNETOTERAPIA ANCON1 E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'MUNICIPALIDAD DISTRITAL DE SEXI',CAJAMARCA,'SANTA CRUZ',SEXI,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',CAJAMARCA,'SANTA CRUZ',SEXI,49863.65,9,'Persona Juridica','COMERCIALIZADORA Y SERVICIOS ALDAIR S.R.L.',?,ALIMENTOS
'GOBIERNO REGIONAL DE ICA-HOSPITAL REGIONAL DE ICA',ICA,ICA,ICA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ICA,ICA,ICA,84000,3000,'Persona Juridica','JOCAMA MEDIC S.A.C.',?,'PROD. ASEO Y LIMPIEZA'
'GOBIERNO REGIONAL DE ICA-HOSPITAL REGIONAL DE ICA',ICA,ICA,ICA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ICA,ICA,ICA,38250,3000,'Persona Juridica','GRUPO FACUNDO E.I.R.L.',?,'OTROS BIENES'
'GOBIERNO REGIONAL DE ICA-HOSPITAL REGIONAL DE ICA',ICA,ICA,ICA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ICA,ICA,ICA,38250,3000,'Persona Juridica','GRUPO FACUNDO E.I.R.L.',?,'OTROS BIENES'
'REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL',LIMA,LIMA,LIMA,Servicio,OTROS,'GOBIERNO NACIONAL',LIMA,LIMA,LIMA,212400,1,'Persona Juridica','VIETTEL  PERU  S.A.C.',?,'OTROS SERVICIOS'
'GOBIERNO REGIONAL DE ANCASH-SALUD UTES ELEAZAR GUZMAN BARRON',ANCASH,SANTA,'NUEVO CHIMBOTE',Servicio,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,SANTA,'NUEVO CHIMBOTE',46548.42,1,'Persona Juridica','MULTISERVICIOS GALUJEZA S.A.C.',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'FUERZA AEREA DEL PERU',LIMA,LIMA,'JESUS MARIA',Bien,DEFENSA,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',149946.67,6,'Persona Juridica','CENCOSUD RETAIL PERU S.A.',?,ALIMENTOS
'FUERZA AEREA DEL PERU',LIMA,LIMA,'JESUS MARIA',Bien,DEFENSA,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',177960,10,'Persona Juridica','INVERSIONES PROEXIM S.A.C.',?,ALIMENTOS
'FUERZA AEREA DEL PERU',LIMA,LIMA,'JESUS MARIA',Bien,DEFENSA,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',62044.88,40,'Persona Juridica','COMERCIAL TRES ESTRELLAS S.A.',?,ALIMENTOS
'FUERZA AEREA DEL PERU',LIMA,LIMA,'JESUS MARIA',Bien,DEFENSA,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',27785,13,'Persona Juridica','INVERSIONES PROEXIM S.A.C.',?,ALIMENTOS
'FUERZA AEREA DEL PERU',LIMA,LIMA,'JESUS MARIA',Bien,DEFENSA,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',16269,2711.5,'Persona Juridica','SAN FERNANDO S.A.',?,ALIMENTOS
'INSTITUTO NACIONAL DE DEFENSA CIVIL',LIMA,LIMA,'SAN ISIDRO',Servicio,'PRESIDENCIA CONSEJO DE MINISTROS','GOBIERNO NACIONAL',LIMA,LIMA,'SAN ISIDRO',68853.06,1,'Persona Juridica','J & J TRANSPORTES Y SOLUCIONES INTEGRALES S.A.C',?,'OTROS SERVICIOS'
'INSTITUTO NACIONAL DE SALUD DEL NIÑO',LIMA,LIMA,BREÑA,Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,BREÑA,442500,250000,'Persona Juridica','DROCSA E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'HOSPITAL DE EMERGENCIAS - JOSÉ CASIMIRO ULLOA',LIMA,LIMA,MIRAFLORES,Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,MIRAFLORES,249900,5880,'Persona Juridica','SERVICIOS GENERALES JR & CO E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE PUNO - SALUD LAMPA',PUNO,LAMPA,LAMPA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',PUNO,LAMPA,LAMPA,131140.4,1,'Persona Juridica','MARAZA LAB COMPANY  E.I.R.L..',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE ANCASH-SALUD UTES ELEAZAR GUZMAN BARRON',ANCASH,SANTA,'NUEVO CHIMBOTE',Servicio,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,SANTA,'NUEVO CHIMBOTE',103028.62,1,'Persona Juridica','MULTISERVICIOS GALUJEZA S.A.C.',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'MUNICIPALIDAD DISTRITAL DE MORALES','SAN MARTIN','SAN MARTIN',MORALES,Servicio,'GOBIERNO LOCAL','GOBIERNO LOCAL','SAN MARTIN','SAN MARTIN',MORALES,96250,1,'Persona Juridica','HAC CONTRATISTAS GENERALES S.A.C.',?,'ADQUISICIÓN Y ALQUILER DE VEHÍCULOS'
'MINISTERIO DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',619200,36,'Persona Juridica','GRUPO JHS S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'COMANDO CONJUNTO DE LAS FUERZAS ARMADAS',LIMA,LIMA,'SAN BORJA',Bien,DEFENSA,'GOBIERNO NACIONAL',LIMA,LIMA,LIMA,3496500,700,'Persona Juridica','VENTURY & ASOCIADOS S. A. C.',?,'OTROS BIENES'
'HOSPITAL DE APOYO DEPARTAMENTAL MARIA AUXILIADORA',LIMA,LIMA,'SAN JUAN DE MIRAFLORES',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'SAN JUAN DE MIRAFLORES',72500,250,'Persona Juridica','PW SOLUTIONS E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'MUNICIPALIDAD DISTRITAL DE CHUQUIBAMBA',AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,50000,1,'Persona Juridica','ASOCIACION DE PRODUCTORES AGROPECUARIOS CHACHAPOYAS',?,ALIMENTOS
'HOSPITAL DE APOYO DEPARTAMENTAL MARIA AUXILIADORA',LIMA,LIMA,'SAN JUAN DE MIRAFLORES',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'SAN JUAN DE MIRAFLORES',2162000,2168,'Persona Juridica','SERVITEBCA PERÚ, SERVICIO DE TRANSFERENCIA ELECTRÓNICA DE BENEFICIOS Y PAGOS S.A.',?,ALIMENTOS
'INSTITUTO NACIONAL DE SALUD DEL NIÑO',LIMA,LIMA,BREÑA,Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,BREÑA,44252.83,1,'Persona Juridica','GRUPO REBEMAR S.R.L.',?,'OTROS BIENES'
'HOSPITAL SANTA ROSA',LIMA,LIMA,'PUEBLO LIBRE',Servicio,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'PUEBLO LIBRE',387500,125,'Persona Juridica','PIEDRANGEL S.A.C.',?,'OTROS SERVICIOS'
'HOSPITAL DE APOYO DEPARTAMENTAL MARIA AUXILIADORA',LIMA,LIMA,'SAN JUAN DE MIRAFLORES',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'SAN JUAN DE MIRAFLORES',72257.98,1,'Persona Juridica','TECNOLOGIA Y FILTRACION INDUSTRIAL S.A.C',?,'OTROS BIENES'
'MUNICIPALIDAD DISTRITAL DE HUARIPAMPA',JUNIN,JAUJA,HUARIPAMPA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',JUNIN,JAUJA,HUARIPAMPA,49999.95,1,'Persona Natural','VALERO LADERA LUISA JULIA',?,ALIMENTOS
'HOSPITAL DE APOYO DEPARTAMENTAL MARIA AUXILIADORA',LIMA,LIMA,'SAN JUAN DE MIRAFLORES',Servicio,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'SAN JUAN DE MIRAFLORES',745974.92,1,'Persona Juridica','CORPORACION SEGURIDAD BEREAN S.A.C.',?,'OTROS SERVICIOS'
'MUNICIPALIDAD DISTRITAL DE ECHARATI',CUSCO,'LA CONVENCION',ECHARATE,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',CUSCO,'LA CONVENCION',ECHARATE,119850,1,'Persona Juridica','CORPORACION MAVALU E.I.R.L.',?,ALIMENTOS
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,Servicio,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,SANTA,CHIMBOTE,296400,1,'Persona Natural','MEZZICH GIRALDO MONICA JANET',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Servicio,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,'JESUS MARIA',150037,1,'Persona Juridica','ZGROUP S.A.C.',?,'ADQUISICIÓN Y ALQUILER DE VEHÍCULOS'
'MUNICIPALIDAD DISTRITAL DE LA ESPERANZA - TRUJILLO','LA LIBERTAD',TRUJILLO,'LA ESPERANZA',Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL','LA LIBERTAD',TRUJILLO,'LA ESPERANZA',65775,1,'Persona Juridica','INNOVACIONES B & S E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'POLICÍA NACIONAL DEL PERÚ - REGIÓN PIURA',PIURA,PIURA,'VEINTISEIS DE OCTUBRE',Servicio,INTERIOR,'GOBIERNO NACIONAL',PIURA,PIURA,'VEINTISEIS DE OCTUBRE',625858.34,154,'Persona Juridica','INVERSIONES ECOGRUNE S.A.C.',?,'LIMPIEZA Y FUMIGACIÓN'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',225000,30000,'Persona Juridica','DROGUERIA FAVETEX S.A.C.',?,'OTROS BIENES'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',133764.22,19,'Persona Juridica','KA &#39;LINSON PERU S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'MARINA DE GUERRA DEL PERU',CALLAO,CALLAO,'LA PERLA',Bien,DEFENSA,'GOBIERNO NACIONAL',CALLAO,CALLAO,BELLAVISTA,75000,10000,'Persona Juridica','OQ PHARMA S.A.C.',?,MEDICAMENTOS
'MARINA DE GUERRA DEL PERU',CALLAO,CALLAO,'LA PERLA',Bien,DEFENSA,'GOBIERNO NACIONAL',CALLAO,CALLAO,BELLAVISTA,49900,10000,'Persona Juridica','MAX VISION PERU SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA',?,MEDICAMENTOS
'MARINA DE GUERRA DEL PERU',CALLAO,CALLAO,'LA PERLA',Bien,DEFENSA,'GOBIERNO NACIONAL',CALLAO,CALLAO,BELLAVISTA,72000,2400,'Persona Juridica','FRESENIUS KABI PERU S.A.',?,MEDICAMENTOS
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',602000,14000,'Persona Juridica','ROKER PERU SA',?,MEDICAMENTOS
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',10541361.6,5989410,'Persona Juridica','DISTRIBUIDORA DROGUERIA SAGITARIO S.R.L.',?,MEDICAMENTOS
'MUNICIPALIDAD PROVINCIAL DE JAEN',CAJAMARCA,JAEN,JAEN,Servicio,'GOBIERNO LOCAL','GOBIERNO LOCAL',CAJAMARCA,JAEN,JAEN,134190,1,'Persona Natural','CAYOTOPA JARA DORIS VIOLETA',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,'JESUS MARIA',4224935,76817,'Persona Juridica','IMPORTACIONES VIA AYAYCHAN S.A.C.',?,'PROD. ASEO Y LIMPIEZA'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,'JESUS MARIA',1589250,111178,'Persona Juridica','KADISI INVERSIONES S.A.C.',?,'PROD. ASEO Y LIMPIEZA'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,'JESUS MARIA',1079320,111178,'Persona Juridica','MILENIUM GROUP SAC',?,'PROD. ASEO Y LIMPIEZA'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,'JESUS MARIA',2813262.2,111178,'Persona Juridica','PAPELERA EL PACIFICO S.A.',?,'PROD. ASEO Y LIMPIEZA'
'GOBIERNO REGIONAL DE AYACUCHO-SALUD',AYACUCHO,HUAMANGA,AYACUCHO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',AYACUCHO,HUAMANGA,AYACUCHO,55500,30000,'Persona Juridica','YEMPAC PHARMACEUTICA SOCIEDAD ANONIMA CERRADA-YEMPAC PHARMA S.A.C.',?,MEDICAMENTOS
'MINISTERIO DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',260360,22640,'Persona Juridica','LABORATORIOS BARTON S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'MUNICIPALIDAD DISTRITAL DE HUACHOCOLPA - TAYACAJA',HUANCAVELICA,TAYACAJA,HUACHOCOLPA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',HUANCAVELICA,TAYACAJA,HUACHOCOLPA,99974,1,'Persona Natural','RAMOS SALAZAR GERMAN ARTURO',?,ALIMENTOS
'MUNICIPALIDAD DISTRITAL DE PACCHO',LIMA,HUAURA,PACCHO,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',LIMA,HUAURA,PACCHO,45841.2,4189.5,'Persona Natural','VARGAS SACRAMENTO JUAN ALFREDO',?,ALIMENTOS
'GOBIERNO REGIONAL DE CAJAMARCA-HOSPITAL CAJAMARCA',CAJAMARCA,CAJAMARCA,CAJAMARCA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',CAJAMARCA,CAJAMARCA,CAJAMARCA,50000,20000,'Persona Juridica','SEJAM CONTRATISTAS GENERALES S.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE CAJAMARCA - DIRECCION SUB REGIONAL DE SALUD JAEN',CAJAMARCA,JAEN,JAEN,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',CAJAMARCA,JAEN,JAEN,68000,8000,'Persona Juridica','GDISAH E.I.R.L.',?,'PROD. ASEO Y LIMPIEZA'
'GOBIERNO REGIONAL DE AYACUCHO-SALUD',AYACUCHO,HUAMANGA,AYACUCHO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',AYACUCHO,HUAMANGA,AYACUCHO,87000,15000,'Persona Juridica','JOBAL PHARMA E.I.R.L.',?,MEDICAMENTOS
'GOBIERNO REGIONAL DE CUSCO - HOSPITAL REGIONAL CUSCO',CUSCO,CUSCO,CUSCO,Servicio,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',CUSCO,CUSCO,CUSCO,136912.49,1,'Persona Natural','CJUNO HUANCA WILFREDO',?,'OTROS SERVICIOS'
'DIRECCION DE REDES INTEGRADAS DE SALUD LIMA CENTRO',LIMA,LIMA,'SAN JUAN DE LURIGANCHO',Servicio,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,LIMA,310000,1,'Persona Juridica','PIEDRANGEL S.A.C.',?,'OTROS SERVICIOS'
'MUNICIPALIDAD DISTRITAL DE YURA',AREQUIPA,AREQUIPA,YURA,Obra,'GOBIERNO LOCAL','GOBIERNO LOCAL',AREQUIPA,AREQUIPA,YURA,1813197.84,1,'Persona Juridica','ARCEN CONTRATISTAS GENERALES S.A.C.',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'MUNICIPALIDAD DISTRITAL DE CARANIA',LIMA,YAUYOS,CARANIA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',LIMA,YAUYOS,CARANIA,49944.6,1,'Persona Natural','CONTRERAS IBAÑEZ MARLENY',?,ALIMENTOS
'GOBIERNO REGIONAL DE CUSCO-SALUD',CUSCO,CUSCO,CUSCO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',CUSCO,CUSCO,CUSCO,220000,1,'Persona Juridica','MEDICAL INSIGHT SOCIEDAD ANONIMA CERRADA - MEDICAL INSIGHT S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUARAZ,INDEPENDENCIA,780000,6,'Persona Juridica','SPECTRUM INGENIEROS SOCIEDAD ANONIMA CERRADA',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUARAZ,INDEPENDENCIA,285000,19,'Persona Juridica','NOVA MEDICAL S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUARAZ,INDEPENDENCIA,95000,5,'Persona Juridica','CARDIOMED DEL PERU SAC',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUARAZ,INDEPENDENCIA,419500,3,'Persona Juridica','AMEZAGA ARELLANO S.A.C.INGENIEROS',?,'ADQUISICIÓN Y ALQUILER DE VEHÍCULOS'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUARAZ,INDEPENDENCIA,840000,3,'Persona Juridica','BERTONATI TECHNOLOGIES S.A.',?,'ADQUISICIÓN Y ALQUILER DE VEHÍCULOS'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUARAZ,INDEPENDENCIA,1257900,3,'Persona Juridica','INVERSIONES LEOVEN PERU S.A.C. - LEOVEN PERU S.A.C.',?,'ADQUISICIÓN Y ALQUILER DE VEHÍCULOS'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUARAZ,INDEPENDENCIA,725200,7,'Persona Juridica','CARDIOPULMONARY CARE SOCIEDAD ANONIMA CERRADA',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUARAZ,INDEPENDENCIA,371800,2,'Persona Juridica','A JAIME ROJAS REPRESENTACIONES GRLES S A',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUARAZ,INDEPENDENCIA,485000,1,'Persona Juridica','X RAY SALES AND SERVICE S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUARAZ,INDEPENDENCIA,75000,1,'Persona Juridica','X RAY SALES AND SERVICE S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUARAZ,INDEPENDENCIA,120000,3,'Persona Juridica','NOVA MEDICAL S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUARAZ,INDEPENDENCIA,349300,7,'Persona Juridica','REPRESENTACIONES UNIMPORT SRL',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUARAZ,INDEPENDENCIA,46000,2,'Persona Juridica','BERAMED E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL',ANCASH,HUARAZ,INDEPENDENCIA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',ANCASH,HUARAZ,INDEPENDENCIA,130400,4,'Persona Juridica','BERAMED E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'MUNICIPALIDAD PROVINCIAL DE PARINACOCHAS - CORACORA',AYACUCHO,PARINACOCHAS,CORACORA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',AYACUCHO,PARINACOCHAS,CORACORA,104280,7,'Persona Juridica','I Y M ENTREGAS Y REPARTOS S.R.L.',?,ALIMENTOS
'UNIDAD EJECUTORA 120 PROGRAMA NACIONAL DE DOTACION DE MATERIALES EDUCATIVOS',LIMA,LIMA,'SAN BORJA',Bien,EDUCACIÓN,'GOBIERNO NACIONAL',MULTIDEPARTAMENTAL,MULTIPROVINCIAL,MULTIDISTRITAL,2149038,140460,'Persona Juridica','ECO CLEAN PERU S.R.L.',?,'PROD. ASEO Y LIMPIEZA'
'UNIDAD EJECUTORA 120 PROGRAMA NACIONAL DE DOTACION DE MATERIALES EDUCATIVOS',LIMA,LIMA,'SAN BORJA',Bien,EDUCACIÓN,'GOBIERNO NACIONAL',MULTIDEPARTAMENTAL,MULTIPROVINCIAL,MULTIDISTRITAL,471366.8,398014,'Persona Juridica','DISTRIBUIDORA DE ARTICULOS DE LIMPIEZA Y SEGURIDAD S.A.C.',?,'PROD. ASEO Y LIMPIEZA'
